Network,ldz,Depot,Work Order,Root Work Order,Emergency Date,Gas Prevented,Time Difference,Address,MTD,Less 12,Great 12,Count
EG,SE,TUNBRIDGE WELLS,W1047879,W1047878,2026-05-27 21:45:00,2026-05-28 03:30:42,5.76,157 CASTLE STREET TUNBRIDGE WELLS SE4 2EE,1,1,0,1
EG,WM,BIRMINGHAM,W1047880,W1047878,2026-05-27 11:21:00,2026-05-27 16:21:18,5.01,182 HIGH STREET BIRMINGHAM WM6 1AA,0,1,0,1
EG,EA,BEDFORD,W1047881,W1047880,2026-05-27 22:34:00,2026-05-28 11:01:15,12.45,182 KING STREET BEDFORD EA7 3JE,0,0,1,1
EG,SC,GLASGOW,W1047882,W1047881,2026-05-26 13:00:00,2026-05-27 03:57:22,14.96,35 KING STREET GLASGOW SC6 4EQ,0,0,1,1
EG,NW,BLACKBURN,W1047883,W1047882,2026-05-26 21:17:00,2026-05-27 08:47:38,11.51,164 BRIDGE ROAD BLACKBURN NW8 4EQ,1,1,0,1
EG,SC,PAISLEY,W1047884,W1047880,2026-05-26 17:01:00,2026-05-27 06:31:32,13.51,29 PARK AVENUE PAISLEY SC7 2DU,0,0,1,1
EG,NE,GATESHEAD,W1047885,W1047881,2026-05-27 17:30:00,2026-05-28 05:29:44,12.0,79 HIGH STREET GATESHEAD NE4 4EQ,0,1,0,1
EG,SE,MAIDSTONE,W1047886,W1047883,2026-05-27 02:01:00,2026-05-27 10:18:05,8.28,112 PARK AVENUE MAIDSTONE SE8 5JZ,0,1,0,1
EG,EA,BEDFORD,W1047887,W1047884,2026-05-27 23:21:00,2026-05-28 09:25:31,10.08,26 STATION ROAD BEDFORD EA2 2DU,1,1,0,1
EG,SO,BOURNEMOUTH,W1047888,W1047886,2026-05-27 22:10:00,2026-05-28 07:50:22,9.67,151 KING STREET BOURNEMOUTH SO2 5JZ,0,1,0,1
EG,WM,BIRMINGHAM,W1047889,W1047886,2026-05-26 20:39:00,2026-05-27 11:15:27,14.61,105 MARKET SQUARE BIRMINGHAM WM7 5RX,0,0,1,1
EG,SC,PAISLEY,W1047890,W1047887,2026-05-26 22:21:00,2026-05-27 06:26:50,8.1,179 CHURCH LANE PAISLEY SC3 2DU,0,1,0,1
EG,EA,NORWICH,W1047891,W1047886,2026-05-26 14:41:00,2026-05-26 23:34:44,8.9,78 CHURCH LANE NORWICH EA5 1LA,0,1,0,1
EG,SE,GUILDFORD,W1047892,W1047888,2026-05-26 10:47:00,2026-05-27 00:21:26,13.57,51 MARKET SQUARE GUILDFORD SE1 1LA,0,0,1,1
EG,NE,NEWCASTLE,W1047893,W1047890,2026-05-26 10:20:00,2026-05-26 19:54:19,9.57,112 KING STREET NEWCASTLE NE8 3AB,0,1,0,1
EG,SO,SOUTHAMPTON,W1047894,W1047892,2026-05-26 14:17:00,2026-05-27 00:07:48,9.85,5 CHURCH LANE SOUTHAMPTON SO5 1AA,1,1,0,1
EG,EA,BEDFORD,W1047895,W1047891,2026-05-26 17:27:00,2026-05-26 22:11:29,4.74,80 KING STREET BEDFORD EA4 3JE,1,1,0,1
EG,WM,WOLVERHAMPTON,W1047896,W1047893,2026-05-26 01:20:00,2026-05-26 13:26:03,12.1,91 MARKET SQUARE WOLVERHAMPTON WM8 2EE,1,0,1,1
EG,NT,LINCOLN,W1047897,W1047892,2026-05-26 03:43:00,2026-05-26 09:47:19,6.07,115 MARKET SQUARE LINCOLN NT9 3BU,0,1,0,1
EG,EA,NORWICH,W1047898,W1047895,2026-05-27 13:09:00,2026-05-27 22:00:49,8.86,65 STATION ROAD NORWICH EA2 3BU,0,1,0,1
EG,SO,SOUTHAMPTON,W1047899,W1047894,2026-05-27 16:36:00,2026-05-28 01:42:44,9.11,10 MILL ROAD SOUTHAMPTON SO6 5EE,0,1,0,1
EG,NW,WARRINGTON,W1047900,W1047898,2026-05-26 12:45:00,2026-05-26 22:29:18,9.74,199 PARK AVENUE WARRINGTON NW1 1AA,0,1,0,1
EG,SE,GUILDFORD,W1047901,W1047897,2026-05-26 04:42:00,2026-05-26 14:17:00,9.58,148 NEW STREET GUILDFORD SE4 5RX,0,1,0,1
EG,NT,LEICESTER,W1047902,W1047898,2026-05-26 23:07:00,2026-05-27 11:20:28,12.22,188 MARKET SQUARE LEICESTER NT8 5RX,0,0,1,1
EG,NT,NOTTINGHAM,W1047903,W1047900,2026-05-27 01:58:00,2026-05-27 14:34:52,12.61,57 CHURCH LANE NOTTINGHAM NT8 4AH,1,0,1,1
EG,NW,WIGAN,W1047904,W1047899,2026-05-27 16:41:00,2026-05-27 21:50:14,5.15,198 BRIDGE ROAD WIGAN NW4 3BU,1,1,0,1
EG,SO,PORTSMOUTH,W1047905,W1047904,2026-05-26 20:00:00,2026-05-27 05:10:22,9.17,128 MARKET SQUARE PORTSMOUTH SO5 5JZ,1,1,0,1
EG,WM,WALSALL,W1047906,W1047903,2026-05-27 08:07:00,2026-05-27 21:27:59,13.35,12 VICTORIA ROAD WALSALL WM3 2EE,1,0,1,1
EG,NW,STOCKPORT,W1047907,W1047904,2026-05-27 20:14:00,2026-05-28 03:30:29,7.27,116 STATION ROAD STOCKPORT NW2 5RX,1,1,0,1
EG,EA,NORWICH,W1047908,W1047906,2026-05-27 18:41:00,2026-05-28 08:47:56,14.12,54 MARKET SQUARE NORWICH EA6 4AH,0,0,1,1
EG,NT,MANSFIELD,W1047909,W1047904,2026-05-27 11:32:00,2026-05-28 00:56:20,13.41,116 NEW STREET MANSFIELD NT4 3BU,1,0,1,1
EG,WM,WALSALL,W1047910,W1047905,2026-05-26 12:30:00,2026-05-26 22:17:19,9.79,56 BRIDGE ROAD WALSALL WM1 1GF,1,1,0,1
EG,SC,GLASGOW,W1047911,W1047907,2026-05-26 21:53:00,2026-05-27 07:00:32,9.13,100 MILL ROAD GLASGOW SC4 5EE,1,1,0,1
EG,EA,CAMBRIDGE,W1047912,W1047908,2026-05-26 12:37:00,2026-05-26 18:20:26,5.72,49 CHURCH LANE CAMBRIDGE EA9 2DU,1,1,0,1
EG,SE,CROYDON,W1047913,W1047911,2026-05-26 13:37:00,2026-05-27 00:04:59,10.47,88 KING STREET CROYDON SE6 4AH,0,1,0,1
EG,NW,BLACKBURN,W1047914,W1047913,2026-05-26 21:51:00,2026-05-27 06:10:06,8.32,51 KING STREET BLACKBURN NW4 3AB,1,1,0,1
EG,WM,BIRMINGHAM,W1047915,W1047912,2026-05-27 04:16:00,2026-05-27 14:48:11,10.54,14 CHURCH LANE BIRMINGHAM WM3 3JE,0,1,0,1
EG,SE,GUILDFORD,W1047916,W1047912,2026-05-26 09:27:00,2026-05-26 22:09:51,12.71,85 HIGH STREET GUILDFORD SE4 5RX,1,0,1,1
EG,WM,WOLVERHAMPTON,W1047917,W1047914,2026-05-27 01:58:00,2026-05-27 16:46:05,14.8,10 HIGH STREET WOLVERHAMPTON WM2 2EE,1,0,1,1
EG,SE,CROYDON,W1047918,W1047916,2026-05-27 09:16:00,2026-05-27 23:34:25,14.31,93 MARKET SQUARE CROYDON SE8 5JZ,1,0,1,1
EG,NE,SUNDERLAND,W1047919,W1047918,2026-05-26 21:38:00,2026-05-27 02:39:32,5.03,163 KING STREET SUNDERLAND NE1 3AB,1,1,0,1
EG,WM,BIRMINGHAM,W1047920,W1047916,2026-05-27 03:57:00,2026-05-27 09:38:31,5.69,39 NEW STREET BIRMINGHAM WM4 1GF,0,1,0,1
EG,WM,WALSALL,W1047921,W1047918,2026-05-27 13:35:00,2026-05-28 01:13:40,11.64,64 BROAD STREET WALSALL WM5 1AA,1,1,0,1
EG,WM,WOLVERHAMPTON,W1047922,W1047919,2026-05-27 01:08:00,2026-05-27 15:47:53,14.66,55 CASTLE STREET WOLVERHAMPTON WM7 1LA,0,0,1,1
EG,NT,LINCOLN,W1047923,W1047919,2026-05-27 06:14:00,2026-05-27 17:20:28,11.11,125 PARK AVENUE LINCOLN NT4 4BH,0,1,0,1
EG,SE,EASTBOURNE,W1047924,W1047920,2026-05-26 00:33:00,2026-05-26 06:30:26,5.96,190 CHURCH LANE EASTBOURNE SE7 2EE,0,1,0,1
EG,SO,BASINGSTOKE,W1047925,W1047924,2026-05-26 21:11:00,2026-05-27 02:49:46,5.65,145 VICTORIA ROAD BASINGSTOKE SO6 1LA,0,1,0,1
EG,SO,SOUTHAMPTON,W1047926,W1047922,2026-05-26 13:41:00,2026-05-27 04:00:26,14.32,119 HIGH STREET SOUTHAMPTON SO2 5EE,1,0,1,1
EG,NE,SUNDERLAND,W1047927,W1047926,2026-05-26 06:37:00,2026-05-26 19:56:54,13.33,65 BRIDGE ROAD SUNDERLAND NE1 5RX,1,0,1,1
EG,SO,BASINGSTOKE,W1047928,W1047924,2026-05-26 03:24:00,2026-05-26 09:24:19,6.01,19 NEW STREET BASINGSTOKE SO4 1GF,0,1,0,1
EG,SC,PAISLEY,W1047929,W1047924,2026-05-26 18:58:00,2026-05-27 03:07:25,8.16,167 MARKET SQUARE PAISLEY SC2 3JE,0,1,0,1
EG,WM,COVENTRY,W1047930,W1047929,2026-05-27 02:10:00,2026-05-27 08:04:24,5.91,107 HIGH STREET COVENTRY WM1 4BH,0,1,0,1
EG,NW,BLACKBURN,W1047931,W1047927,2026-05-27 23:17:00,2026-05-28 05:17:00,6.0,200 HIGH STREET BLACKBURN NW5 1LA,1,1,0,1
EG,NT,MANSFIELD,W1047932,W1047927,2026-05-27 05:57:00,2026-05-27 15:58:21,10.02,38 HIGH STREET MANSFIELD NT4 2EE,0,1,0,1
EG,NW,MANCHESTER,W1047933,W1047932,2026-05-26 13:36:00,2026-05-26 23:41:14,10.09,75 BRIDGE ROAD MANCHESTER NW7 2EE,1,1,0,1
EG,WM,COVENTRY,W1047934,W1047931,2026-05-27 13:00:00,2026-05-28 02:17:27,13.29,107 CASTLE STREET COVENTRY WM1 4BH,1,0,1,1
EG,SE,GUILDFORD,W1047935,W1047933,2026-05-27 10:11:00,2026-05-27 18:09:46,7.98,56 VICTORIA ROAD GUILDFORD SE8 4AH,1,1,0,1
EG,NT,LINCOLN,W1047936,W1047931,2026-05-27 00:28:00,2026-05-27 04:30:22,4.04,179 CASTLE STREET LINCOLN NT5 5RX,1,1,0,1
EG,WM,WALSALL,W1047937,W1047933,2026-05-27 01:27:00,2026-05-27 06:24:01,4.95,158 NEW STREET WALSALL WM8 4AH,0,1,0,1
EG,SE,HORSHAM,W1047938,W1047934,2026-05-26 19:08:00,2026-05-27 04:46:20,9.64,38 PARK AVENUE HORSHAM SE2 1GF,1,1,0,1
EG,SE,CROYDON,W1047939,W1047935,2026-05-26 00:21:00,2026-05-26 06:30:16,6.15,127 MILL ROAD CROYDON SE9 1GF,1,1,0,1
EG,EA,NORWICH,W1047940,W1047936,2026-05-27 17:32:00,2026-05-27 21:38:58,4.12,52 MILL ROAD NORWICH EA7 2DU,1,1,0,1
EG,SE,GUILDFORD,W1047941,W1047936,2026-05-27 20:04:00,2026-05-28 01:39:16,5.59,150 NEW STREET GUILDFORD SE2 4EQ,0,1,0,1
EG,SE,HORSHAM,W1047942,W1047937,2026-05-27 07:23:00,2026-05-27 18:46:41,11.39,70 MILL ROAD HORSHAM SE7 4BH,0,1,0,1
EG,NE,DURHAM,W1047943,W1047938,2026-05-26 19:35:00,2026-05-27 07:04:24,11.49,143 HIGH STREET DURHAM NE8 4AH,0,1,0,1
EG,NE,GATESHEAD,W1047944,W1047943,2026-05-27 15:55:00,2026-05-28 05:47:57,13.88,94 KING STREET GATESHEAD NE8 1AA,1,0,1,1
EG,NE,NEWCASTLE,W1047945,W1047941,2026-05-27 01:18:00,2026-05-27 07:47:13,6.49,109 NEW STREET NEWCASTLE NE6 5RX,1,1,0,1
EG,SO,SALISBURY,W1047946,W1047944,2026-05-27 13:05:00,2026-05-28 00:26:59,11.37,84 MILL ROAD SALISBURY SO1 2LT,0,1,0,1
EG,EA,PETERBOROUGH,W1047947,W1047946,2026-05-26 15:35:00,2026-05-27 03:41:21,12.11,8 CASTLE STREET PETERBOROUGH EA1 3JE,1,0,1,1
EG,EA,IPSWICH,W1047948,W1047945,2026-05-27 18:30:00,2026-05-28 00:17:53,5.8,196 BROAD STREET IPSWICH EA3 4EQ,0,1,0,1
EG,NE,NEWCASTLE,W1047949,W1047947,2026-05-27 11:57:00,2026-05-27 22:49:05,10.87,155 VICTORIA ROAD NEWCASTLE NE8 5JZ,1,1,0,1
EG,SC,PERTH,W1047950,W1047947,2026-05-27 23:19:00,2026-05-28 06:06:54,6.8,195 KING STREET PERTH SC3 1LA,1,1,0,1
EG,SE,EASTBOURNE,W1047951,W1047949,2026-05-26 09:05:00,2026-05-26 17:31:56,8.45,29 STATION ROAD EASTBOURNE SE4 3BU,1,1,0,1
EG,SE,CROYDON,W1047952,W1047949,2026-05-26 06:15:00,2026-05-26 15:17:40,9.04,200 MARKET SQUARE CROYDON SE4 3BU,1,1,0,1
EG,SO,SALISBURY,W1047953,W1047948,2026-05-27 12:34:00,2026-05-27 17:50:02,5.27,174 PARK AVENUE SALISBURY SO1 3BU,1,1,0,1
EG,WM,WALSALL,W1047954,W1047953,2026-05-27 09:38:00,2026-05-27 20:51:49,11.23,93 NEW STREET WALSALL WM7 5JZ,0,1,0,1
EG,SE,MAIDSTONE,W1047955,W1047950,2026-05-26 16:03:00,2026-05-26 22:22:32,6.33,87 NEW STREET MAIDSTONE SE3 2EE,1,1,0,1
EG,EA,NORWICH,W1047956,W1047952,2026-05-27 08:21:00,2026-05-27 12:38:41,4.29,159 MARKET SQUARE NORWICH EA7 4AH,0,1,0,1
EG,NW,BOLTON,W1047957,W1047954,2026-05-26 10:09:00,2026-05-27 00:51:50,14.71,189 MARKET SQUARE BOLTON NW2 2LT,0,0,1,1
EG,NE,NEWCASTLE,W1047958,W1047953,2026-05-27 22:55:00,2026-05-28 03:41:44,4.78,137 BRIDGE ROAD NEWCASTLE NE7 2EE,1,1,0,1
EG,SC,EDINBURGH,W1047959,W1047958,2026-05-26 11:52:00,2026-05-26 22:12:44,10.35,31 NEW STREET EDINBURGH SC4 1GF,0,1,0,1
EG,NT,DERBY,W1047960,W1047957,2026-05-26 01:56:00,2026-05-26 07:39:05,5.72,169 PARK AVENUE DERBY NT3 5JZ,1,1,0,1
EG,NT,DERBY,W1047961,W1047960,2026-05-27 10:18:00,2026-05-27 20:18:47,10.01,42 MARKET SQUARE DERBY NT8 4AH,0,1,0,1
EG,NW,WARRINGTON,W1047962,W1047959,2026-05-27 21:16:00,2026-05-28 07:57:50,10.7,139 BRIDGE ROAD WARRINGTON NW5 3AB,1,1,0,1
EG,EA,NORWICH,W1047963,W1047961,2026-05-26 14:06:00,2026-05-26 23:23:58,9.3,141 BRIDGE ROAD NORWICH EA8 1GF,0,1,0,1
EG,NE,MIDDLESBROUGH,W1047964,W1047960,2026-05-26 14:11:00,2026-05-26 23:40:21,9.49,138 HIGH STREET MIDDLESBROUGH NE5 3BU,1,1,0,1
EG,NW,LIVERPOOL,W1047965,W1047961,2026-05-27 13:39:00,2026-05-28 03:45:51,14.11,133 BROAD STREET LIVERPOOL NW8 5RX,1,0,1,1
EG,NT,LEICESTER,W1047966,W1047963,2026-05-27 10:32:00,2026-05-27 17:22:16,6.84,116 BRIDGE ROAD LEICESTER NT4 2LT,1,1,0,1
EG,EA,CAMBRIDGE,W1047967,W1047962,2026-05-26 23:59:00,2026-05-27 10:22:37,10.39,178 CHURCH LANE CAMBRIDGE EA1 2EE,1,1,0,1
EG,SO,PORTSMOUTH,W1047968,W1047964,2026-05-27 21:04:00,2026-05-28 11:55:59,14.87,149 CHURCH LANE PORTSMOUTH SO7 5JZ,0,0,1,1
EG,EA,CAMBRIDGE,W1047969,W1047967,2026-05-27 16:18:00,2026-05-28 04:57:49,12.66,123 MARKET SQUARE CAMBRIDGE EA7 4EQ,1,0,1,1
EG,SO,SOUTHAMPTON,W1047970,W1047969,2026-05-27 13:35:00,2026-05-28 02:25:11,12.84,35 CASTLE STREET SOUTHAMPTON SO4 3JE,0,0,1,1
EG,NT,NOTTINGHAM,W1047971,W1047967,2026-05-27 19:16:00,2026-05-28 04:58:11,9.7,81 CHURCH LANE NOTTINGHAM NT7 2LT,0,1,0,1
EG,NW,LIVERPOOL,W1047972,W1047968,2026-05-27 07:15:00,2026-05-27 11:49:53,4.58,113 BROAD STREET LIVERPOOL NW8 3JE,0,1,0,1
EG,SO,PORTSMOUTH,W1047973,W1047970,2026-05-27 14:55:00,2026-05-28 04:32:03,13.62,108 CHURCH LANE PORTSMOUTH SO2 4BH,0,0,1,1
EG,NW,WARRINGTON,W1047974,W1047972,2026-05-26 15:34:00,2026-05-27 04:53:18,13.32,143 VICTORIA ROAD WARRINGTON NW1 4AH,1,0,1,1
EG,SO,SOUTHAMPTON,W1047975,W1047972,2026-05-27 11:39:00,2026-05-28 01:07:45,13.48,85 NEW STREET SOUTHAMPTON SO7 2EE,0,0,1,1
EG,WM,WALSALL,W1047976,W1047973,2026-05-27 02:33:00,2026-05-27 16:46:51,14.23,43 BROAD STREET WALSALL WM9 4BH,0,0,1,1
EG,WM,COVENTRY,W1047977,W1047976,2026-05-26 21:33:00,2026-05-27 09:18:13,11.75,98 PARK AVENUE COVENTRY WM1 5RX,1,1,0,1
EG,SE,GUILDFORD,W1047978,W1047973,2026-05-27 05:34:00,2026-05-27 15:04:59,9.52,41 CASTLE STREET GUILDFORD SE9 4BH,1,1,0,1
EG,NT,NOTTINGHAM,W1047979,W1047976,2026-05-26 01:15:00,2026-05-26 06:07:18,4.87,57 BROAD STREET NOTTINGHAM NT9 3JE,1,1,0,1
EG,NE,SUNDERLAND,W1047980,W1047978,2026-05-26 00:13:00,2026-05-26 13:45:31,13.54,98 NEW STREET SUNDERLAND NE5 2EE,0,0,1,1
EG,NT,LINCOLN,W1047981,W1047976,2026-05-27 04:27:00,2026-05-27 18:50:31,14.39,180 BROAD STREET LINCOLN NT6 3BU,0,0,1,1
EG,NT,DERBY,W1047982,W1047977,2026-05-27 23:24:00,2026-05-28 14:11:49,14.8,185 CHURCH LANE DERBY NT1 3JE,1,0,1,1
EG,NT,MANSFIELD,W1047983,W1047981,2026-05-27 14:05:00,2026-05-28 04:36:20,14.52,2 PARK AVENUE MANSFIELD NT9 3JE,0,0,1,1
EG,SC,ABERDEEN,W1047984,W1047981,2026-05-27 15:15:00,2026-05-27 23:00:48,7.76,109 KING STREET ABERDEEN SC3 4EQ,1,1,0,1
EG,NT,NOTTINGHAM,W1047985,W1047984,2026-05-27 10:13:00,2026-05-27 17:57:10,7.74,92 CASTLE STREET NOTTINGHAM NT8 5RX,0,1,0,1
EG,EA,IPSWICH,W1047986,W1047982,2026-05-26 23:40:00,2026-05-27 11:01:40,11.36,33 KING STREET IPSWICH EA6 4AH,1,1,0,1
EG,EA,NORWICH,W1047987,W1047985,2026-05-27 01:48:00,2026-05-27 13:47:42,12.0,40 STATION ROAD NORWICH EA6 1LA,1,1,0,1
EG,SO,BASINGSTOKE,W1047988,W1047983,2026-05-26 18:50:00,2026-05-27 03:46:54,8.95,118 BROAD STREET BASINGSTOKE SO5 1AA,0,1,0,1
EG,NE,GATESHEAD,W1047989,W1047985,2026-05-26 11:50:00,2026-05-26 22:15:17,10.42,164 BRIDGE ROAD GATESHEAD NE8 2EE,0,1,0,1
EG,SO,BOURNEMOUTH,W1047990,W1047986,2026-05-26 09:17:00,2026-05-26 18:56:50,9.66,68 CASTLE STREET BOURNEMOUTH SO7 1GF,1,1,0,1
EG,SC,DUNDEE,W1047991,W1047989,2026-05-26 19:54:00,2026-05-27 00:40:33,4.78,177 KING STREET DUNDEE SC9 5JZ,1,1,0,1
EG,WM,DUDLEY,W1047992,W1047988,2026-05-27 00:00:00,2026-05-27 11:15:05,11.25,109 KING STREET DUDLEY WM5 4EQ,1,1,0,1
EG,SE,HORSHAM,W1047993,W1047989,2026-05-27 01:31:00,2026-05-27 10:03:18,8.54,163 NEW STREET HORSHAM SE6 5RX,0,1,0,1
EG,EA,CAMBRIDGE,W1047994,W1047992,2026-05-26 07:55:00,2026-05-26 22:25:26,14.51,148 NEW STREET CAMBRIDGE EA2 1AA,0,0,1,1
EG,NT,NOTTINGHAM,W1047995,W1047991,2026-05-26 17:14:00,2026-05-26 23:57:30,6.73,109 NEW STREET NOTTINGHAM NT1 5RX,1,1,0,1
EG,NE,NEWCASTLE,W1047996,W1047991,2026-05-26 03:23:00,2026-05-26 16:23:16,13.0,53 VICTORIA ROAD NEWCASTLE NE4 5JZ,1,0,1,1
EG,SO,SALISBURY,W1047997,W1047996,2026-05-26 20:41:00,2026-05-27 05:37:54,8.95,43 NEW STREET SALISBURY SO8 3BU,0,1,0,1
EG,WM,WALSALL,W1047998,W1047995,2026-05-27 21:39:00,2026-05-28 05:41:56,8.05,179 MARKET SQUARE WALSALL WM5 1GF,1,1,0,1
EG,NT,LEICESTER,W1047999,W1047994,2026-05-27 19:36:00,2026-05-28 03:40:45,8.08,95 HIGH STREET LEICESTER NT6 5EE,1,1,0,1
EG,SC,PERTH,W1048000,W1047998,2026-05-26 14:07:00,2026-05-26 21:25:14,7.3,94 BRIDGE ROAD PERTH SC2 5EE,0,1,0,1
EG,WM,COVENTRY,W1048001,W1047998,2026-05-26 23:54:00,2026-05-27 11:11:27,11.29,94 KING STREET COVENTRY WM1 3BU,1,1,0,1
EG,NW,WARRINGTON,W1048002,W1047998,2026-05-27 03:55:00,2026-05-27 08:39:17,4.74,162 CASTLE STREET WARRINGTON NW2 3JE,1,1,0,1
EG,WM,WALSALL,W1048003,W1048000,2026-05-27 10:09:00,2026-05-27 14:48:37,4.66,53 HIGH STREET WALSALL WM3 3BU,1,1,0,1
EG,SO,BASINGSTOKE,W1048004,W1048001,2026-05-27 06:01:00,2026-05-27 15:39:30,9.64,199 NEW STREET BASINGSTOKE SO5 3JE,0,1,0,1
EG,SC,INVERNESS,W1048005,W1048003,2026-05-26 23:59:00,2026-05-27 04:59:25,5.01,44 CASTLE STREET INVERNESS SC5 5JZ,0,1,0,1
EG,NW,BLACKBURN,W1048006,W1048002,2026-05-26 09:41:00,2026-05-26 22:52:25,13.19,6 MARKET SQUARE BLACKBURN NW2 5JZ,0,0,1,1
EG,NE,DURHAM,W1048007,W1048006,2026-05-27 22:53:00,2026-05-28 10:08:37,11.26,91 VICTORIA ROAD DURHAM NE6 5RX,0,1,0,1
EG,EA,NORWICH,W1048008,W1048004,2026-05-27 02:08:00,2026-05-27 14:56:18,12.81,168 CHURCH LANE NORWICH EA3 5EE,1,0,1,1
EG,SE,GUILDFORD,W1048009,W1048008,2026-05-26 17:57:00,2026-05-27 04:29:16,10.54,30 CHURCH LANE GUILDFORD SE5 3BU,0,1,0,1
EG,SE,TUNBRIDGE WELLS,W1048010,W1048005,2026-05-27 15:04:00,2026-05-27 21:17:24,6.22,154 BROAD STREET TUNBRIDGE WELLS SE7 5RX,0,1,0,1
EG,NT,LINCOLN,W1048011,W1048006,2026-05-27 02:11:00,2026-05-27 11:36:45,9.43,75 KING STREET LINCOLN NT2 2LT,0,1,0,1
EG,EA,IPSWICH,W1048012,W1048007,2026-05-26 22:45:00,2026-05-27 04:59:31,6.24,22 CHURCH LANE IPSWICH EA2 1AA,1,1,0,1
EG,SE,BRIGHTON,W1048013,W1048012,2026-05-26 19:33:00,2026-05-27 10:00:31,14.46,13 NEW STREET BRIGHTON SE9 4AH,0,0,1,1
EG,SO,SALISBURY,W1048014,W1048011,2026-05-27 05:12:00,2026-05-27 10:29:13,5.29,147 MILL ROAD SALISBURY SO1 1GF,0,1,0,1
EG,NE,SUNDERLAND,W1048015,W1048013,2026-05-27 12:35:00,2026-05-28 00:34:51,12.0,179 CHURCH LANE SUNDERLAND NE8 2LT,0,1,0,1
EG,SC,PERTH,W1048016,W1048012,2026-05-27 01:19:00,2026-05-27 16:01:42,14.71,183 CASTLE STREET PERTH SC8 2LT,0,0,1,1
EG,EA,IPSWICH,W1048017,W1048012,2026-05-26 19:07:00,2026-05-27 08:52:59,13.77,196 VICTORIA ROAD IPSWICH EA1 5JZ,1,0,1,1
EG,EA,CAMBRIDGE,W1048018,W1048016,2026-05-26 05:01:00,2026-05-26 17:24:52,12.4,64 BRIDGE ROAD CAMBRIDGE EA5 3BU,1,0,1,1
EG,SO,SOUTHAMPTON,W1048019,W1048015,2026-05-26 08:57:00,2026-05-26 18:39:41,9.71,198 PARK AVENUE SOUTHAMPTON SO1 1LA,1,1,0,1
EG,NT,LEICESTER,W1048020,W1048018,2026-05-27 22:55:00,2026-05-28 10:05:59,11.18,39 CHURCH LANE LEICESTER NT7 2LT,0,1,0,1
EG,NE,GATESHEAD,W1048021,W1048020,2026-05-26 21:31:00,2026-05-27 12:04:23,14.56,129 CASTLE STREET GATESHEAD NE2 2LT,0,0,1,1
EG,WM,WALSALL,W1048022,W1048021,2026-05-26 18:39:00,2026-05-27 02:49:12,8.17,198 CHURCH LANE WALSALL WM7 1AA,1,1,0,1
EG,NT,NOTTINGHAM,W1048023,W1048022,2026-05-27 19:38:00,2026-05-28 02:43:25,7.09,153 PARK AVENUE NOTTINGHAM NT4 2EE,0,1,0,1
EG,SC,DUNDEE,W1048024,W1048020,2026-05-26 00:31:00,2026-05-26 05:42:20,5.19,175 STATION ROAD DUNDEE SC1 4AH,0,1,0,1
EG,NT,NOTTINGHAM,W1048025,W1048022,2026-05-26 17:26:00,2026-05-26 23:36:36,6.18,47 CHURCH LANE NOTTINGHAM NT4 5JZ,0,1,0,1
EG,SO,BOURNEMOUTH,W1048026,W1048021,2026-05-27 09:18:00,2026-05-27 22:59:54,13.7,139 CASTLE STREET BOURNEMOUTH SO9 4AH,0,0,1,1
EG,NW,BLACKBURN,W1048027,W1048023,2026-05-27 19:46:00,2026-05-27 23:49:26,4.06,148 VICTORIA ROAD BLACKBURN NW3 3JE,1,1,0,1
EG,NW,WIGAN,W1048028,W1048023,2026-05-27 23:17:00,2026-05-28 07:12:00,7.92,29 CHURCH LANE WIGAN NW2 5RX,1,1,0,1
EG,EA,IPSWICH,W1048029,W1048026,2026-05-26 07:27:00,2026-05-26 16:54:06,9.45,144 CHURCH LANE IPSWICH EA8 4AH,0,1,0,1
EG,SO,BASINGSTOKE,W1048030,W1048028,2026-05-26 07:34:00,2026-05-26 11:45:12,4.19,67 CASTLE STREET BASINGSTOKE SO7 4EQ,1,1,0,1
EG,NT,LEICESTER,W1048031,W1048026,2026-05-27 13:26:00,2026-05-28 03:19:04,13.88,71 NEW STREET LEICESTER NT8 2EE,1,0,1,1
EG,NE,GATESHEAD,W1048032,W1048030,2026-05-27 02:08:00,2026-05-27 06:33:28,4.42,59 MILL ROAD GATESHEAD NE6 3AB,1,1,0,1
EG,NW,SALFORD,W1048033,W1048029,2026-05-27 01:07:00,2026-05-27 07:58:41,6.86,132 BRIDGE ROAD SALFORD NW9 1AA,0,1,0,1
EG,NE,MIDDLESBROUGH,W1048034,W1048031,2026-05-26 11:28:00,2026-05-26 17:25:39,5.96,29 CASTLE STREET MIDDLESBROUGH NE4 5JZ,1,1,0,1
EG,NE,NEWCASTLE,W1048035,W1048031,2026-05-27 03:06:00,2026-05-27 10:28:33,7.38,8 CHURCH LANE NEWCASTLE NE7 5EE,0,1,0,1
EG,NE,DURHAM,W1048036,W1048031,2026-05-26 12:47:00,2026-05-27 01:00:54,12.23,86 STATION ROAD DURHAM NE5 1LA,1,0,1,1
EG,WM,WOLVERHAMPTON,W1048037,W1048035,2026-05-27 16:15:00,2026-05-28 00:25:39,8.18,193 BRIDGE ROAD WOLVERHAMPTON WM4 5EE,1,1,0,1
EG,NT,NOTTINGHAM,W1048038,W1048035,2026-05-26 06:18:00,2026-05-26 19:57:00,13.65,174 BRIDGE ROAD NOTTINGHAM NT6 1GF,1,0,1,1
